"","node","cluster","interactor","description","timepoint"
"857","HORVU.MOREX.r2.4HG0348890",3,FALSE,"ATP-dependent chaperone ClpB","32H"
"858","HORVU.MOREX.r2.4HG0348920",1,FALSE,"Alkyl transferase",NA
"859","HORVU.MOREX.r2.4HG0349080",3,FALSE,"Calcineurin B-like protein",NA
"860","HORVU.MOREX.r2.5HG0349390",3,FALSE,"AGAMOUS MADS box factor transcription factor",NA
"861","HORVU.MOREX.r2.5HG0349480",3,FALSE,"Agamous MADS-box transcription factor",NA
"862","HORVU.MOREX.r2.5HG0349490",1,FALSE,"Sugar transporter, putative",NA
"863","HORVU.MOREX.r2.5HG0349630",3,FALSE,"Sucrose-phosphatase",NA
"864","HORVU.MOREX.r2.5HG0349810",1,FALSE,"Plasma membrane ATPase",NA
"865","HORVU.MOREX.r2.5HG0350790",1,FALSE,"Enolase",NA
"866","HORVU.MOREX.r2.5HG0350880",1,FALSE,"RNA-binding protein",NA
"867","HORVU.MOREX.r2.5HG0352570",1,FALSE,"Cysteine synthase",NA
"868","HORVU.MOREX.r2.5HG0353500",3,FALSE,"Udp-glucose 4,6-dehydratase",NA
"869","HORVU.MOREX.r2.5HG0354200",1,FALSE,"Serine/threonine-protein phosphatase",NA
"870","HORVU.MOREX.r2.5HG0354630",6,FALSE,"30S ribosomal protein S10",NA
"871","HORVU.MOREX.r2.5HG0355940",1,FALSE,"Guanosine nucleotide diphosphate dissociation inhibitor","32H"
"872","HORVU.MOREX.r2.5HG0356310",1,FALSE,"BTB/POZ domain-containing protein",NA
"873","HORVU.MOREX.r2.5HG0356360",3,FALSE,"Glutamate receptor",NA
"874","HORVU.MOREX.r2.5HG0357370",5,FALSE,"Stomatal closure-related actin-binding protein 1",NA
"875","HORVU.MOREX.r2.5HG0359840",3,FALSE,"Calmodulin","32H"
"876","HORVU.MOREX.r2.5HG0359860",3,FALSE,"Calmodulin",NA
"877","HORVU.MOREX.r2.5HG0360110",3,FALSE,"Auxin-responsive protein","32H"
"878","HORVU.MOREX.r2.5HG0360220",5,FALSE,"E3 ubiquitin protein ligase DRIP2",NA
"879","HORVU.MOREX.r2.5HG0360260",3,FALSE,"Heat shock 70 kDa protein",NA
"880","HORVU.MOREX.r2.5HG0360410",5,FALSE,"WRKY transcription factor",NA
"881","HORVU.MOREX.r2.5HG0360580",2,FALSE,"Small nuclear ribonucleoprotein Sm D3",NA
"882","HORVU.MOREX.r2.5HG0361360",3,FALSE,"Protein DA1-related 1",NA
"883","HORVU.MOREX.r2.5HG0363210",1,FALSE,"Cation/H(+) antiporter",NA
"884","HORVU.MOREX.r2.5HG0363250",2,FALSE,"Methionine--tRNA ligase",NA
"885","HORVU.MOREX.r2.5HG0363800",5,FALSE,"Phosphatase 2C family protein",NA
"886","HORVU.MOREX.r2.5HG0363830",2,FALSE,"Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha",NA
"887","HORVU.MOREX.r2.5HG0365720",3,FALSE,"Myb transcription factor",NA
"888","HORVU.MOREX.r2.5HG0365730",2,FALSE,"Nuclear pore complex protein NUP93A",NA
"889","HORVU.MOREX.r2.5HG0366000",1,FALSE,"Importin subunit beta-1",NA
"890","HORVU.MOREX.r2.5HG0366070",1,FALSE,"Importin subunit beta-1",NA
"891","HORVU.MOREX.r2.5HG0366520",1,FALSE,"Succinate--CoA ligase [ADP-forming] subunit beta","32H"
"892","HORVU.MOREX.r2.5HG0367100",2,FALSE,"Nuclear export mediator factor Nemf",NA
"893","HORVU.MOREX.r2.5HG0368460",3,FALSE,"Nucleoside diphosphate kinase",NA
"894","HORVU.MOREX.r2.5HG0368480",1,FALSE,"ATP-dependent 6-phosphofructokinase",NA
"895","HORVU.MOREX.r2.5HG0369110",2,FALSE,"Golgin candidate 6",NA
"896","HORVU.MOREX.r2.5HG0369790",1,FALSE,"Phenylalanine--tRNA ligase alpha subunit","32H"
"897","HORVU.MOREX.r2.5HG0369800",2,FALSE,"Syntaxin","32H"
"898","HORVU.MOREX.r2.5HG0370270",1,FALSE,"Glutathione synthetase",NA
"899","HORVU.MOREX.r2.5HG0370820",2,FALSE,"Phenylalanine--tRNA ligase beta subunit",NA
"900","HORVU.MOREX.r2.5HG0370990",5,TRUE,"Protein OBERON 2-like protein",NA
"901","HORVU.MOREX.r2.5HG0371220",1,FALSE,"LIM domain protein",NA
"902","HORVU.MOREX.r2.5HG0371580",2,FALSE,"Eukaryotic translation initiation factor 5A",NA
"903","HORVU.MOREX.r2.5HG0372410",1,FALSE,"weak chloroplast movement under blue light protein (DUF827)",NA
"904","HORVU.MOREX.r2.5HG0373900",2,FALSE,"Calcium-dependent protein kinase",NA
"905","HORVU.MOREX.r2.5HG0374130",3,FALSE,"Fructose-bisphosphate aldolase",NA
"906","HORVU.MOREX.r2.5HG0374360",5,FALSE,"SET domain-containing protein","32H"
"907","HORVU.MOREX.r2.5HG0375570",2,FALSE,"3'(2'),5'-bisphosphate nucleotidase 1",NA
"908","HORVU.MOREX.r2.5HG0376280",3,FALSE,"Transcription factor, putative",NA
"909","HORVU.MOREX.r2.5HG0376550",1,FALSE,"Trehalose-6-phosphate synthase, putative",NA
"910","HORVU.MOREX.r2.5HG0377070",3,FALSE,"SWI/SNF complex subunit SWI3C",NA
"911","HORVU.MOREX.r2.5HG0379890",1,FALSE,"Long-Chain Acyl-CoA Synthetase",NA
"912","HORVU.MOREX.r2.5HG0380130",1,FALSE,"Stem-specific protein TSJT1",NA
"913","HORVU.MOREX.r2.5HG0380250",1,FALSE,"Pyruvate kinase","32H"
"914","HORVU.MOREX.r2.5HG0381340",3,FALSE,"Phosphatidylinositol-4-phosphate 5-kinase 4, putative",NA
"915","HORVU.MOREX.r2.5HG0381380",1,FALSE,"L-galactono-1,4-lactone dehydrogenase",NA
"916","HORVU.MOREX.r2.5HG0381520",3,FALSE,"2-isopropylmalate synthase",NA
"917","HORVU.MOREX.r2.5HG0382390",4,FALSE,"Proteasome-associated protein ECM29-like protein","32H"
"918","HORVU.MOREX.r2.5HG0382610",3,FALSE,"Metacaspase",NA
"919","HORVU.MOREX.r2.5HG0383630",6,FALSE,"30S ribosomal protein S9",NA
"920","HORVU.MOREX.r2.5HG0384550",1,FALSE,"Long-Chain Acyl-CoA Synthetase",NA
"921","HORVU.MOREX.r2.5HG0385350",3,FALSE,"Ubiquitin activating enzyme E1","32H"
"922","HORVU.MOREX.r2.5HG0385600",1,FALSE,"Clathrin heavy chain","32H"
"923","HORVU.MOREX.r2.5HG0386390",1,FALSE,"Carbamoyl-phosphate synthase small chain","32H"
"924","HORVU.MOREX.r2.5HG0386490",3,FALSE,"Alcohol dehydrogenase 2",NA
"925","HORVU.MOREX.r2.5HG0387260",2,FALSE,"Aspartate--tRNA ligase",NA
"926","HORVU.MOREX.r2.5HG0387320",2,FALSE,"DNA-directed RNA polymerase family protein",NA
"927","HORVU.MOREX.r2.5HG0387650",1,FALSE,"Polyadenylate-binding protein",NA
"928","HORVU.MOREX.r2.5HG0387890",2,FALSE,"Tetratricopeptide repeat protein-like",NA
"929","HORVU.MOREX.r2.5HG0388650",1,FALSE,"Auxin transport protein BIG",NA
"930","HORVU.MOREX.r2.5HG0388970",1,FALSE,"Serine/threonine protein phosphatase 2a regulatory subunit A, putative",NA
"931","HORVU.MOREX.r2.5HG0389150",3,FALSE,"3-ketoacyl-CoA thiolase",NA
"932","HORVU.MOREX.r2.5HG0389330",6,FALSE,"40S ribosomal protein S19",NA
"933","HORVU.MOREX.r2.5HG0389360",6,FALSE,"50S ribosomal protein L22",NA
"934","HORVU.MOREX.r2.5HG0389420",1,FALSE,"GBF-interacting protein 1, putative isoform 1",NA
"935","HORVU.MOREX.r2.5HG0389920",1,FALSE,"Enoyl reductase",NA
"936","HORVU.MOREX.r2.5HG0390410",1,FALSE,"Sodium/hydrogen exchanger",NA
"937","HORVU.MOREX.r2.5HG0390510",1,FALSE,"Receptor kinase",NA
"938","HORVU.MOREX.r2.5HG0390580",3,FALSE,"Aspartokinase-homoserine dehydrogenase",NA
"939","HORVU.MOREX.r2.5HG0390660",6,FALSE,"60S ribosomal protein L27",NA
"940","HORVU.MOREX.r2.5HG0390690",1,FALSE,"Sugar transporter, putative",NA
"941","HORVU.MOREX.r2.5HG0390890",1,FALSE,"Potassium channel",NA
"942","HORVU.MOREX.r2.5HG0391620",1,FALSE,"Aquaporin",NA
"943","HORVU.MOREX.r2.5HG0391760",1,FALSE,"Phosphoenolpyruvate carboxylase","32H"
"944","HORVU.MOREX.r2.5HG0392780",1,FALSE,"Cysteine desulfurase IscS",NA
"945","HORVU.MOREX.r2.5HG0393640",5,FALSE,"Kinase family protein",NA
"946","HORVU.MOREX.r2.5HG0394640",2,FALSE,"Pre-mRNA-processing-splicing factor 8",NA
"947","HORVU.MOREX.r2.5HG0394830",1,FALSE,"Eukaryotic translation initiation factor 3 subunit I",NA
"948","HORVU.MOREX.r2.5HG0395160",1,FALSE,"MND1-interacting protein 1",NA
"949","HORVU.MOREX.r2.5HG0395310",1,FALSE,"Protein kinase-like",NA
"950","HORVU.MOREX.r2.5HG0395650",1,FALSE,"Potassium transporter",NA
"951","HORVU.MOREX.r2.5HG0396560",1,FALSE,"Transcription factor jumonji (jmjC) domain-containing protein","32H"
"952","HORVU.MOREX.r2.5HG0396700",5,FALSE,"Myb family transcription factor-like",NA
"953","HORVU.MOREX.r2.5HG0396750",1,FALSE,"Trehalose-6-phosphate synthase",NA
"954","HORVU.MOREX.r2.5HG0396910",1,FALSE,"Alcohol dehydrogenase, putative",NA
"955","HORVU.MOREX.r2.5HG0397220",4,FALSE,"Uv excision repair protein rad23, putative","32H"
"956","HORVU.MOREX.r2.5HG0397720",1,FALSE,"Secretory carrier-associated membrane protein","32H"
"957","HORVU.MOREX.r2.5HG0397940",7,FALSE,"Ribosome production factor 2-like protein",NA
"958","HORVU.MOREX.r2.5HG0398040",2,FALSE,"Phenylalanine--tRNA ligase alpha subunit",NA
"959","HORVU.MOREX.r2.5HG0398100",1,FALSE,"Alcohol dehydrogenase, putative","32H"
"960","HORVU.MOREX.r2.5HG0398150",1,FALSE,"Aldehyde dehydrogenase","32H"
"961","HORVU.MOREX.r2.5HG0398330",1,FALSE,"10 kDa chaperonin",NA
"962","HORVU.MOREX.r2.5HG0399300",3,FALSE,"Glutamate receptor",NA
"963","HORVU.MOREX.r2.5HG0399310",3,FALSE,"Glutamate receptor",NA
"964","HORVU.MOREX.r2.5HG0399360",3,FALSE,"Glutamate receptor",NA
"965","HORVU.MOREX.r2.5HG0399370",3,FALSE,"Glutamate receptor",NA
"966","HORVU.MOREX.r2.5HG0399400",3,FALSE,"Glutamate receptor",NA
"967","HORVU.MOREX.r2.5HG0399410",3,FALSE,"Glutamate receptor",NA
"968","HORVU.MOREX.r2.5HG0399420",3,FALSE,"Glutamate receptor",NA
"969","HORVU.MOREX.r2.5HG0399730",2,FALSE,"Eukaryotic translation initiation factor 3 subunit C",NA
"970","HORVU.MOREX.r2.5HG0400740",3,FALSE,"WRKY transcription factor",NA
"971","HORVU.MOREX.r2.5HG0400880",1,FALSE,"ATP-dependent 6-phosphofructokinase",NA
"972","HORVU.MOREX.r2.5HG0400930",3,FALSE,"Zinc-finger homeodomain 1","32H"
"973","HORVU.MOREX.r2.5HG0401170",6,FALSE,"30S ribosomal protein S12",NA
"974","HORVU.MOREX.r2.5HG0401250",1,FALSE,"Superoxide dismutase [Cu-Zn]",NA
"975","HORVU.MOREX.r2.5HG0401270",3,FALSE,"Vacuolar-processing enzyme",NA
"976","HORVU.MOREX.r2.5HG0401340",1,FALSE,"Chlorophyll a-b binding protein, chloroplastic",NA
"977","HORVU.MOREX.r2.5HG0401370",3,FALSE,"Chloroplast lysine N-methyltransferase",NA
"978","HORVU.MOREX.r2.5HG0401830",1,FALSE,"Superoxide dismutase [Cu-Zn]",NA
"979","HORVU.MOREX.r2.5HG0401960",3,FALSE,"Protein kinase",NA
"980","HORVU.MOREX.r2.5HG0402460",3,FALSE,"Nuclear pore complex protein NUP58",NA
"981","HORVU.MOREX.r2.5HG0403680",1,FALSE,"Oil body-associated protein 1A",NA
"982","HORVU.MOREX.r2.5HG0404510",1,FALSE,"Protein kinase family protein",NA
"983","HORVU.MOREX.r2.5HG0404730",1,FALSE,"Chaperone protein htpG family protein",NA
"984","HORVU.MOREX.r2.5HG0406220",3,TRUE,"Heat shock protein 90",NA
"985","HORVU.MOREX.r2.5HG0406360",2,FALSE,"Eukaryotic translation initiation factor 3 subunit E",NA
"986","HORVU.MOREX.r2.5HG0407060",1,FALSE,"Splicing factor U2af small subunit A",NA
"987","HORVU.MOREX.r2.5HG0407260",1,FALSE,"3-hydroxy-3-methylglutaryl coenzyme A reductase",NA
"988","HORVU.MOREX.r2.5HG0407450",1,FALSE,"Serine/threonine-protein phosphatase","32H"
"989","HORVU.MOREX.r2.5HG0407870",2,FALSE,"Pumilio-like protein",NA
"990","HORVU.MOREX.r2.5HG0408180",1,FALSE,"Calcium-transporting ATPase",NA
"991","HORVU.MOREX.r2.5HG0408510",6,FALSE,"60S ribosomal protein L32",NA
"992","HORVU.MOREX.r2.5HG0409420",2,FALSE,"Uridine kinase",NA
"993","HORVU.MOREX.r2.5HG0409440",4,FALSE,"Proteasome subunit beta type","32H"
"994","HORVU.MOREX.r2.5HG0409460",1,FALSE,"Auxin efflux carrier component",NA
"995","HORVU.MOREX.r2.5HG0409500",3,FALSE,"pfkB-like carbohydrate kinase family protein",NA
"996","HORVU.MOREX.r2.5HG0409710",1,FALSE,"Nuclear transport factor 2",NA
"997","HORVU.MOREX.r2.5HG0409860",6,FALSE,"60S ribosomal protein L7a",NA
"998","HORVU.MOREX.r2.5HG0410920",1,FALSE,"Ankyrin repeat domain containing protein",NA
"999","HORVU.MOREX.r2.5HG0411080",1,FALSE,"Kinase family protein","32H"
"1000","HORVU.MOREX.r2.5HG0411090",5,FALSE,"RNA-binding family protein",NA
"1001","HORVU.MOREX.r2.5HG0411190",1,FALSE,"Heat shock 70 kDa protein",NA
"1002","HORVU.MOREX.r2.5HG0411200",1,FALSE,"Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha",NA
"1003","HORVU.MOREX.r2.5HG0411360",4,FALSE,"Proteasome subunit beta type","32H"
"1004","HORVU.MOREX.r2.5HG0412480",3,FALSE,"Ethylene-responsive transcription factor",NA
"1005","HORVU.MOREX.r2.5HG0413420",1,FALSE,"Glucosamine-6-phosphate deaminase","32H"
"1006","HORVU.MOREX.r2.5HG0413540",3,FALSE,"Auxin-responsive protein",NA
"1007","HORVU.MOREX.r2.5HG0414190",1,FALSE,"Lon protease homolog",NA
"1008","HORVU.MOREX.r2.5HG0414230",1,FALSE,"Cysteine synthase",NA
"1009","HORVU.MOREX.r2.5HG0414440",1,FALSE,"Chlorophyll a-b binding protein, chloroplastic",NA
"1010","HORVU.MOREX.r2.5HG0414620",1,FALSE,"Triosephosphate isomerase",NA
"1011","HORVU.MOREX.r2.5HG0414960",2,FALSE,"Aspartate--tRNA ligase",NA
"1012","HORVU.MOREX.r2.5HG0415180",4,FALSE,"Proteasome subunit alpha type","32H"
"1013","HORVU.MOREX.r2.5HG0415460",3,FALSE,"Homeobox leucine zipper protein",NA
"1014","HORVU.MOREX.r2.5HG0415950",4,FALSE,"26S proteasome regulatory subunit",NA
"1015","HORVU.MOREX.r2.5HG0415980",3,FALSE,"DNA/RNA-binding protein Alba-like protein",NA
"1016","HORVU.MOREX.r2.5HG0416920",4,FALSE,"T-complex protein 1 subunit beta",NA
"1017","HORVU.MOREX.r2.5HG0417900",1,FALSE,"Plant regulator RWP-RK family protein, putative",NA
"1018","HORVU.MOREX.r2.5HG0418950",3,FALSE,"F-box/kelch-repeat protein",NA
"1019","HORVU.MOREX.r2.5HG0419180",1,FALSE,"Acetyl-coenzyme A synthetase",NA
"1020","HORVU.MOREX.r2.5HG0419200",2,FALSE,"Octicosapeptide/Phox/Bem1p domain-containing protein / tetratricopeptide repeat-containing protein",NA
"1021","HORVU.MOREX.r2.5HG0419240",1,FALSE,"Cysteine--tRNA ligase",NA
"1022","HORVU.MOREX.r2.5HG0419760",1,FALSE,"Mediator of RNA polymerase II transcription subunit 8",NA
"1023","HORVU.MOREX.r2.5HG0420530",3,FALSE,"SKP1-like protein",NA
"1024","HORVU.MOREX.r2.5HG0421790",6,FALSE,"60S ribosomal protein L5",NA
"1025","HORVU.MOREX.r2.5HG0421800",3,FALSE,"Chaperone protein dnaJ, putative",NA
"1026","HORVU.MOREX.r2.5HG0421940",1,FALSE,"Serine/threonine-protein phosphatase",NA
"1027","HORVU.MOREX.r2.5HG0421960",2,FALSE,"DNA-directed RNA polymerase subunit beta",NA
"1028","HORVU.MOREX.r2.5HG0422070",3,FALSE,"Glutathione S-transferase",NA
"1029","HORVU.MOREX.r2.5HG0422230",1,FALSE,"BTB/POZ domain-containing protein",NA
"1030","HORVU.MOREX.r2.5HG0422820",3,FALSE,"Auxin-responsive protein",NA
"1031","HORVU.MOREX.r2.5HG0422860",5,FALSE,"E3 ubiquitin protein ligase DRIP2",NA
"1032","HORVU.MOREX.r2.5HG0423070",2,FALSE,"Vacuolar sorting-associated protein 18-like protein",NA
"1033","HORVU.MOREX.r2.5HG0423130",5,FALSE,"WRKY transcription factor",NA
"1034","HORVU.MOREX.r2.5HG0423220",5,FALSE,"E3 ubiquitin protein ligase DRIP2",NA
"1035","HORVU.MOREX.r2.5HG0423400",3,FALSE,"Auxin-responsive protein","32H"
"1036","HORVU.MOREX.r2.5HG0423450",2,FALSE,"ATP sulfurylase (Sulfate adenylyltransferase)",NA
"1037","HORVU.MOREX.r2.5HG0423510",1,FALSE,"Kinase",NA
"1038","HORVU.MOREX.r2.5HG0423860",3,FALSE,"Dehydration-responsive element binding factor protein",NA
"1039","HORVU.MOREX.r2.5HG0424400",3,FALSE,"Transcriptional adapter ADA2",NA
"1040","HORVU.MOREX.r2.5HG0424570",3,FALSE,"Potassium channel","32H"
"1041","HORVU.MOREX.r2.5HG0424690",3,FALSE,"MADS-box transcription factor",NA
"1042","HORVU.MOREX.r2.5HG0425100",1,FALSE,"UDP-glucose 6-dehydrogenase","32H"
"1043","HORVU.MOREX.r2.5HG0425120",1,FALSE,"Alpha-1,4 glucan phosphorylase",NA
"1044","HORVU.MOREX.r2.5HG0425630",4,FALSE,"Aspartate-semialdehyde dehydrogenase, N-acetyl-gamma-glutamyl-phosphate reductase",NA
"1045","HORVU.MOREX.r2.5HG0425670",5,FALSE,"Phosphatase 2C family protein",NA
"1046","HORVU.MOREX.r2.5HG0425760",3,FALSE,"Protein kinase",NA
"1047","HORVU.MOREX.r2.5HG0425890",2,FALSE,"Protein kinase",NA
"1048","HORVU.MOREX.r2.5HG0426070",3,FALSE,"Nuclear pore complex protein NUP58",NA
"1049","HORVU.MOREX.r2.5HG0426470",1,FALSE,"30S ribosomal protein S9",NA
"1050","HORVU.MOREX.r2.5HG0426660",3,FALSE,"Homeobox protein knotted-1-like 1",NA
"1051","HORVU.MOREX.r2.5HG0426690",2,FALSE,"Eukaryotic translation initiation factor 3 subunit C",NA
"1052","HORVU.MOREX.r2.5HG0426900",5,FALSE,"Receptor protein kinase-like protein",NA
"1053","HORVU.MOREX.r2.5HG0426940",3,FALSE,"Tubulin alpha chain",NA
"1054","HORVU.MOREX.r2.5HG0426980",1,FALSE,"Cytosolic purine 5-nucleotidase","32H"
"1055","HORVU.MOREX.r2.5HG0427530",1,FALSE,"Citrate synthase",NA
"1056","HORVU.MOREX.r2.5HG0427700",2,FALSE,"Elongation factor 1-alpha","32H"
"1057","HORVU.MOREX.r2.5HG0427890",2,FALSE,"Inosine-5'-monophosphate dehydrogenase",NA
"1058","HORVU.MOREX.r2.5HG0427900",3,FALSE,"Tubulin beta chain",NA
"1059","HORVU.MOREX.r2.5HG0428640",1,FALSE,"Pentatricopeptide repeat-containing protein",NA
"1060","HORVU.MOREX.r2.5HG0429120",3,FALSE,"Cell differentiation protein rcd1, putative, expressed",NA
"1061","HORVU.MOREX.r2.5HG0429310",3,FALSE,"Glutathione-S-transferase",NA
"1062","HORVU.MOREX.r2.5HG0429320",3,FALSE,"Glutathione-S-transferase",NA
"1063","HORVU.MOREX.r2.5HG0429370",3,FALSE,"Peroxisomal (S)-2-hydroxy-acid oxidase","32H"
"1064","HORVU.MOREX.r2.5HG0429640",2,FALSE,"Syntaxin, putative",NA
"1065","HORVU.MOREX.r2.5HG0429690",3,FALSE,"Chaperone protein dnaJ, putative",NA
"1066","HORVU.MOREX.r2.5HG0431510",6,FALSE,"60S ribosomal protein L4",NA
"1067","HORVU.MOREX.r2.5HG0432020",2,FALSE,"Lysine--tRNA ligase",NA
"1068","HORVU.MOREX.r2.5HG0432110",3,FALSE,"Diphosphomevalonate decarboxylase",NA
"1069","HORVU.MOREX.r2.5HG0432120",5,FALSE,"E3 ubiquitin protein ligase DRIP2",NA
"1070","HORVU.MOREX.r2.5HG0432220",5,FALSE,"WRKY transcription factor, putative",NA
"1071","HORVU.MOREX.r2.5HG0433020",1,FALSE,"Actin cross-linking protein, putative",NA
"1072","HORVU.MOREX.r2.5HG0433150",1,FALSE,"Kinase, putative",NA
"1073","HORVU.MOREX.r2.5HG0433840",6,FALSE,"60S ribosomal protein L7",NA
"1074","HORVU.MOREX.r2.5HG0434160",1,FALSE,"Serine/threonine-protein phosphatase",NA
"1075","HORVU.MOREX.r2.5HG0434470",1,FALSE,"Photosystem I reaction center subunit II",NA
"1076","HORVU.MOREX.r2.5HG0434930",4,FALSE,"Proteasome subunit beta type",NA
"1077","HORVU.MOREX.r2.5HG0435350",3,FALSE,"SKP1-like protein",NA
"1078","HORVU.MOREX.r2.5HG0435380",3,FALSE,"SKP1-like protein",NA
"1079","HORVU.MOREX.r2.5HG0435390",3,FALSE,"SKP1-like protein",NA
"1080","HORVU.MOREX.r2.5HG0435960",2,FALSE,"DNA gyrase subunit A",NA
"1081","HORVU.MOREX.r2.5HG0436030",6,FALSE,"60S ribosomal protein L24",NA
"1082","HORVU.MOREX.r2.5HG0436050",6,FALSE,"60S ribosomal protein L24",NA
"1083","HORVU.MOREX.r2.5HG0436900",1,FALSE,"Multiple inositol polyphosphate phosphatase 1",NA
"1084","HORVU.MOREX.r2.5HG0436910",1,FALSE,"Cinnamoyl-CoA reductase 4",NA
"1085","HORVU.MOREX.r2.5HG0436960",3,FALSE,"PHD finger alfin-like protein",NA
"1086","HORVU.MOREX.r2.5HG0437010",6,FALSE,"30S ribosomal protein S12",NA
"1087","HORVU.MOREX.r2.5HG0437080",2,FALSE,"Leukotriene a-4 hydrolase aminopeptidase",NA
"1088","HORVU.MOREX.r2.5HG0437610",3,FALSE,"70 kDa heat shock protein","32H"
"1089","HORVU.MOREX.r2.5HG0438210",1,FALSE,"Photosystem I reaction center subunit IV","32H"
"1090","HORVU.MOREX.r2.5HG0438250",1,FALSE,"Alpha-mannosidase",NA
"1091","HORVU.MOREX.r2.5HG0438630",2,FALSE,"DNA-directed RNA polymerase subunit",NA
"1092","HORVU.MOREX.r2.5HG0438820",1,FALSE,"UDP-glycosyltransferase",NA
"1093","HORVU.MOREX.r2.5HG0438870",1,FALSE,"Kinase family protein",NA
"1094","HORVU.MOREX.r2.5HG0439020",3,TRUE,"Kinetochore protein NDC80",NA
"1095","HORVU.MOREX.r2.5HG0440080",3,FALSE,"Elongation factor",NA
"1096","HORVU.MOREX.r2.5HG0440310",1,FALSE,"Galactokinase","32H"
"1097","HORVU.MOREX.r2.5HG0440450",1,FALSE,"Short-chain dehydrogenase/reductase",NA
"1098","HORVU.MOREX.r2.5HG0440740",3,FALSE,"Deaminase-related family protein","32H"
"1099","HORVU.MOREX.r2.5HG0441050",8,FALSE,"Acyl-CoA-binding domain-containing protein 4","32H"
"1100","HORVU.MOREX.r2.5HG0442290",1,FALSE,"Prohibitin",NA
"1101","HORVU.MOREX.r2.5HG0442600",1,FALSE,"Prohibitin","32H"
"1102","HORVU.MOREX.r2.5HG0442950",1,FALSE,"Late embryogenesis abundant protein Lea14",NA
"1103","HORVU.MOREX.r2.5HG0442970",1,FALSE,"Luc7-like protein",NA
"1104","HORVU.MOREX.r2.5HG0443190",1,FALSE,"Protein kinase-like protein",NA
"1105","HORVU.MOREX.r2.5HG0444620",3,FALSE,"Cinnamoyl-CoA reductase 4","32H"
"1106","HORVU.MOREX.r2.5HG0444970",4,FALSE,"26S proteasome non-ATPase regulatory subunit","32H"
"1107","HORVU.MOREX.r2.5HG0445120",1,FALSE,"NAD-dependent malic enzyme","32H"
"1108","HORVU.MOREX.r2.5HG0445590",1,FALSE,"Ycf20-like protein",NA
"1109","HORVU.MOREX.r2.5HG0446400",1,FALSE,"Ribosome hibernation promotion factor",NA
"1110","HORVU.MOREX.r2.5HG0446420",3,FALSE,"Sucrose nonfermenting 4-like protein",NA
"1111","HORVU.MOREX.r2.5HG0446800",2,FALSE,"Exportin-1",NA
"1112","HORVU.MOREX.r2.5HG0447050",5,FALSE,"RNA polymerase sigma factor","32H"
"1113","HORVU.MOREX.r2.5HG0447070",4,FALSE,"60 kDa chaperonin",NA
"1114","HORVU.MOREX.r2.5HG0447780",1,FALSE,"Glutathione S-transferase",NA
"1115","HORVU.MOREX.r2.6HG0448760",1,FALSE,"Protein disulfide-isomerase",NA
"1116","HORVU.MOREX.r2.6HG0449050",5,FALSE,"DAG, chloroplastic",NA
"1117","HORVU.MOREX.r2.6HG0449710",5,FALSE,"RNA binding protein",NA
"1118","HORVU.MOREX.r2.6HG0449830",1,FALSE,"4,5-dioxygenase-like protein",NA
"1119","HORVU.MOREX.r2.6HG0449850",1,FALSE,"Flavonoid 3'-hydroxylase",NA
"1120","HORVU.MOREX.r2.6HG0450230",3,FALSE,"Nitrate reductase",NA
"1121","HORVU.MOREX.r2.6HG0451070",2,FALSE,"U5 small nuclear ribonucleoprotein helicase",NA
"1122","HORVU.MOREX.r2.6HG0451310",1,FALSE,"Chloroplast stem-loop binding protein",NA
"1123","HORVU.MOREX.r2.6HG0451430",1,FALSE,"Protein KINESIN LIGHT CHAIN-RELATED 3",NA
"1124","HORVU.MOREX.r2.6HG0451800",1,FALSE,"Receptor-like protein kinase",NA
"1125","HORVU.MOREX.r2.6HG0452060",4,FALSE,"Pre-mRNA-processing factor 39",NA
"1126","HORVU.MOREX.r2.6HG0453310",3,FALSE,"Kinase family protein",NA
"1127","HORVU.MOREX.r2.6HG0453490",3,FALSE,"Catalase",NA
"1128","HORVU.MOREX.r2.6HG0454150",1,FALSE,"GMP synthase [glutamine-hydrolyzing]",NA
"1129","HORVU.MOREX.r2.6HG0454200",6,FALSE,"60S ribosomal protein L13",NA
"1130","HORVU.MOREX.r2.6HG0456240",1,FALSE,"Histone deacetylase complex subunit SAP18",NA
"1131","HORVU.MOREX.r2.6HG0457310",2,FALSE,"Pre-mRNA-splicing factor ISY1",NA
"1132","HORVU.MOREX.r2.6HG0457460",3,FALSE,"O-acyltransferase WSD1",NA
"1133","HORVU.MOREX.r2.6HG0457700",4,FALSE,"Protein kinase",NA
"1134","HORVU.MOREX.r2.6HG0458380",2,FALSE,"THO complex subunit 7",NA
"1135","HORVU.MOREX.r2.6HG0458540",2,FALSE,"Eukaryotic translation initiation factor 3 subunit F",NA
"1136","HORVU.MOREX.r2.6HG0458830",2,FALSE,"Ribose-phosphate pyrophosphokinase family protein",NA
"1137","HORVU.MOREX.r2.6HG0460340",3,FALSE,"F-box family protein",NA
"1138","HORVU.MOREX.r2.6HG0460800",1,FALSE,"Sec14p-like phosphatidylinositol transfer family protein",NA
"1139","HORVU.MOREX.r2.6HG0460860",4,FALSE,"Proteasome subunit alpha type","32H"
"1140","HORVU.MOREX.r2.6HG0461570",4,FALSE,"Calreticulin/calnexin","32H"
